Index,sentence_id,match_id,masked_text,form_grammatical_dat,form_ungrammatical_erg,form_ungrammatical_nom,p_form_grammatical_dat,I_form_grammatical_dat,p_form_ungrammatical_nom,I_form_ungrammatical_nom,p_form_ungrammatical_erg,I_form_ungrammatical_erg
0,wiki_cybernetics_00839,14,"ეკონომიკური კიბერნეტიკა — მეცნიერების დარგი, რომელიც სწავლობს კიბერნეტიკის ზოგადი კანონებისა და მეთოდების [MASK] ეკონომიკური პროცესების მართვასა და რეგულირებაში.",გამოყენებას,გამოყენებამ,გამოყენება,-122.63104047604959,122.63104047604959,-126.68055055781599,126.68055055781599,-134.11567906810234,134.11567906810234
1,wiki_education_00952,9,"პროფესიული განათლება — განათლების სახე, რომელიც უზრუნველყოფს [MASK] კონკრეტულ პროფესიულ სფეროში დასაქმებისათვის საჭირო ცოდნითა და უნარ-ჩვევებით.",ადამიანს,ადამიანმა,ადამიანი,-116.75708150361031,116.75708150361031,-117.52336829307382,117.52336829307382,-135.0074923166747,135.0074923166747
2,wiki_engineering_01057,14,"ნეიროინჟინერიის საფუძვლები ნეირონების, ნერვული ქსელებისა და ნერვული სისტემების ფუნქციების გაზომვად მოდელებს შორის [MASK] მოიცავს, რაც გულისხმობს იმ ხელსაწყოებისა და ტექნიკის განვითარების ხელშეწყობას, რომელთა საშუალებითაც სიგნალების კონტროლი, გადართაგმნა და შესაბამისი პასუხის მოძებნაა შესაძლებელი.",კავშირს,კავშირმა,კავშირი,-374.8184764739028,374.8184764739028,-378.72529046639994,378.72529046639994,-390.9369166336064,390.9369166336064
3,wiki_fantasy_01175,7,"ეპიკური ფენტეზი — ფენტეზის ქვეჟანრი, [MASK] ახასიათებს გამოგონილი სამყაროს გარემო ან ეპიკური პერსონაჟები, თემები და სიუჟეტი.",რომელსაც,რომელმაც,რომელიც,-131.1451853951985,131.1451853951985,-136.86524152762613,136.86524152762613,-148.93109509260015,148.93109509260015
4,wiki_geochemistry_01316,5,"პლანეტოლოგია მიეკუთვნება დისციპლინათშორის სამეცნიერო [MASK], რომელიც თავდაპირველად ჩამოყალიბდა როგორც დედამიწის და ფიზიკის შემსწავლელი მეცნიერება.",დარგს,დარგმა,დარგი,-121.58831757467766,121.58831757467766,-126.22657362754022,126.22657362754022,-143.6648055193425,143.6648055193425
5,wiki_geology_01373,11,"ისტორიული გეოლოგია — გეოლოგიის დარგი, რომელიც შეისწავლის დედამიწის ქერქის [MASK] მისი წარმოშობიდან დღემდე.",განვითარებას,განვითარებამ,განვითარება,-66.82473249559186,66.82473249559186,-76.8052702177684,76.8052702177684,-75.7719648545789,75.7719648545789
6,wiki_healthcare_01426,8,"იგი სისტემატურად აქვეყნებს სხვადასხვა სახის დიდძალ სტატისტიკურ [MASK] (მაგ. შობადობას, ეპიდემიებს, ტრავმატიზმს, სხვადასხვა დაავადებათა შესახებ).",ინფორმაციას,ინფორმაციამ,ინფორმაცია,-185.6549129297331,185.6549129297331,-201.13524895528525,201.13524895528525,-207.01163907287219,207.01163907287219
7,wiki_horticulture_01537,1,"[MASK] ადასტურებს კახეთში აღმოჩენილი ვაზის ნამგლისებრი სასხლავი, რომელიც ბრინჯაოსაგან იყო დამზადებული.",ამას,ამან,ეს,-126.03183110252246,126.03183110252246,-131.12849098473956,131.12849098473956,-139.19688322461383,139.19688322461383
8,wiki_hydrology_01579,11,"თანამედროვე ჰიდროლოგია ფართოდ იყენებს გეოგრაფიულ, გეოფიზიკურ და სხვა მეცნიერულ [MASK], სულ უფრო იზრდება მათემატიკური მეთოდების როლი.",მეთოდებს,მეთოდებმა,მეთოდები,-115.51597997989015,115.51597997989015,-127.7868164869549,127.7868164869549,-134.550985175178,134.550985175178
9,wiki_insurance_01648,8,დაზღვევის პირობები განისაზღვრება საბუთით — პოლისით — [MASK] სადაზღვევო კომპანია გასცემს.,რომელსაც,რომელმაც,რომელიც,-118.04869084232521,118.04869084232521,-125.92875244691206,125.92875244691206,-137.83566702168116,137.83566702168116
10,wiki_international_01694,7,ნეოლიბერალური საერთაშორისო ურთიერთობების მიმდევრები იყენებდნენ თამაშის [MASK] რათა აეხსნათ თუ რატომ არ თანამშრომლობენ სახელმწიფოები ერთმანეთთან.,თეორიას,თეორიამ,თეორია,-139.82561246776723,139.82561246776723,-150.0592884875007,150.0592884875007,-154.28015507921506,154.28015507921506
11,wiki_irrigation_01705,15,"მელიორაციული ჰიდროგეოლოგია — ჰიდროგეოლოგიის გამოყენებითი დარგი, რომელიც შეისწავლის და გამოიმუშავებს ჰიდროგეოლოგიური პირობების გაუმჯობესების [MASK], ნიადაგის ნაყოფიერების გაზრდის მიზნით.",მეთოდებს,მეთოდებმა,მეთოდები,-144.2144453819221,144.2144453819221,-153.61176031540563,153.61176031540563,-160.18119612829622,160.18119612829622
12,wiki_law_01749,18,"სამართალი — ბუნებით განპირობებული ადამიანთა უფლება-მოვალეობების განმსაზღვრელი ზოგადსავალდებულო ქცევის წესების ერთობლიობა და საზოგადოებრივი ურთიერთობების მოწესრიგების სისტემა, [MASK] ახასიათებს ნორმატიულობა, ფორმალური განსაზღვრულობა, სისტემურობა და მათი შესრულება სახელმწიფოებრივი ზემოქმედებით არის უზრუნველყოფილი.",რომელსაც,რომელმაც,რომელიც,-312.70488890980704,312.70488890980704,-314.8610938670563,314.8610938670563,-321.63558872798467,321.63558872798467
13,wiki_lexicology_01772,21,"ლექსიკოლოგია (ბერძნ. λεξικός (ლექსიკოს) - სიტყვისა და ლოგია) — ენათმეცნიერების დარგი, რომელიც შეისწავლის ენის ლექსიკურ [MASK], მის შემადგენლობას, ფუნქციონირებასა და ცვალებადობას.",ფონდს,ფონდმა,ფონდი,-184.96458664683004,184.96458664683004,-197.20072713431264,197.20072713431264,-207.01953426482362,207.01953426482362
14,wiki_linguistics_01814,25,"მონათესავე ენათა შედარება გულისხმობს ლექსიკის (მარტივი ფუძეების ანუ ძირების), ბგერების (ფონემების), ფორმანტებისა და შესიტყვების (სინტაგმის) სტრუქტურის [MASK].",შესწავლას,შესწავლამ,შესწავლა,-238.60624201822833,238.60624201822833,-246.2685347214306,246.2685347214306,-253.74347881642345,253.74347881642345
15,wiki_management_01889,20,"პროექტის მართვა (ინგლ. Project Management) წარმოადგენს აკადემიურ დისციპლინას, რომელიც უზრუნველყოფს დროითი, ადამიანური და მატერიალური რესურსების [MASK], ორგანიზებას, უსაფრთხოებასა და მართვას, რათა წარმატებით შესრულდეს პროექტის მიზნები.",დაგეგმვას,დაგეგმვამ,დაგეგმვა,-201.07169692513853,201.07169692513853,-208.0408417267078,208.0408417267078,-217.9250161288785,217.9250161288785
16,wiki_metallurgy_02026,9,"ლითონმცოდნეობა, ლითონგრაფია — მეცნიერება, რომელიც შეისწავლის [MASK] ლითონებისა და შენადნობების შემადგენლობას, აგებულებასა და თვისებებს შორის, აგრეთვე მათი ცვალებადობის კანონზომიერებებს თბური, მექანიკური და სხვა ზემოქმედებათა შედეგად.",კავშირს,კავშირმა,კავშირი,-206.86041322421016,206.86041322421016,-213.1291295923755,213.1291295923755,-222.0927111417291,222.0927111417291
17,wiki_metallurgy_02031,10,"ლითონებისა და შენადნობების შემადგენლობას, აგებულებასა და თვისებებს შორის [MASK] იკვლევს ლითონმცოდნეობა (ლითონგრაფია).",კავშირს,კავშირმა,კავშირი,-136.6118374340179,136.6118374340179,-146.76252476611862,146.76252476611862,-158.1111027525297,158.1111027525297
18,wiki_metaphysics_02051,2,არისტოტელე [MASK] ფილოსოფიის დარგთა შორის უმნიშვნელოვანესად თვლიდა და „პირველად ფილოსოფიას“ ეძახდა.,მას,მან,იგი,-121.20327947377233,121.20327947377233,-129.09357284202252,129.09357284202252,-139.96616182927207,139.96616182927207
19,wiki_physical_02464,6,"ქიმიური თერმოდინამიკა მიზნად ისახავს თერმოდინამიკის [MASK] ქიმიური რეაქციების, ფაზიკური გარდაქმნების (გახსნა, აორთქლება და სხვა).",გამოყენებას,გამოყენებამ,გამოყენება,-138.1610638790132,138.1610638790132,-143.69046528350867,143.69046528350867,-152.86945816461426,152.86945816461426
20,wiki_political_02555,5,"იგი იყენებს კვლევის სტრუქტურულ [MASK], რომელიც დამუშავდა მატემატიკაში, ფიზიკასა და ბუნების სხვა მეცნიერებებში.",მეთოდებს,მეთოდებმა,მეთოდები,-118.98794771747689,118.98794771747689,-130.3188127647497,130.3188127647497,-134.93044593857724,134.93044593857724
21,wiki_politics_02578,2,მონეტარულ [MASK] ძირითადად წარმართავს ცენტრალური ბანკი მონეტარული პოლიტიკის ინსტრუმენტების მეშვეობით.,პოლიტიკას,პოლიტიკამ,პოლიტიკა,-110.1091258325419,110.1091258325419,-116.8877962559749,116.8877962559749,-130.59561918003047,130.59561918003047
22,wiki_semiotics_02652,5,სინტაქტიკა სწავლობს ნიშნების ფორმალურ [MASK] შინაარსისგან დამოუკიდებლად.,სტრუქტურას,სტრუქტურამ,სტრუქტურა,-122.09436318832942,122.09436318832942,-131.97018585295922,131.97018585295922,-135.3600649157728,135.3600649157728
23,wiki_sociolinguistics_02704,1,"[MASK] იყენებს მოსახლეობის შედარებით მცირე ნაწილი, თუმცა იგი ძირითადში გასაგებია სტანდარტული ენის მატარებლებისთვის.",მას,მან,იგი,-133.3964995062972,133.3964995062972,-139.43295456727566,139.43295456727566,-134.614409576945,134.614409576945
24,wiki_sociology_02730,2,კონტი [MASK] სოციალურ სტატიკად და სოციალურ დინამიკად ყოფდა.,სოციოლოგიას,სოციოლოგიამ,სოციოლოგია,-115.4431691497689,115.4431691497689,-118.12124125868417,118.12124125868417,-135.223253008002,135.223253008002
25,wiki_veterinary_02924,5,1932 წელს საქართველოს სასოფლო-სამეურნეო [MASK] გამოეყო ზოოტექნიკური ფაკულტეტი და მის ბაზაზე დაარსდა საქართველოს ზოოტექნიკურ-სავეტერინარო ინსტიტუტი ზოოტექნიკური და სავეტერინარო ფაკულტეტებით.,ინსტიტუტს,ინსტიტუტმა,ინსტიტუტი,-101.70718395537754,101.70718395537754,-101.81090802926397,101.81090802926397,-113.13657787799607,113.13657787799607
26,wiki_veterinary_02926,3,"1959 წელს [MASK] შეუერთდა საქართველოს ვეტერინარიის სამეცნიერო-კვლევითი ინსტიტუტი და მან მიიღო საქართველოს ზოოტექნიკურ-სავეტერინარო სასწავლო-კვლევითი ინსტიტუტის, ხოლო 1999 წლის 11 მაისიდან კი საქართველოს სახელმწიფო ზოოტექნიკურ-სავეტერინარო აკადემიის სახელწოდება.",ინსტიტუტს,ინსტიტუტმა,ინსტიტუტი,-155.5345735974176,155.5345735974176,-158.86231813658637,158.86231813658637,-164.94913240318596,164.94913240318596
27,wiki_viticulture_02965,1,"[MASK] ადასტურებს არქეოლოგიური გათხრების შედეგად საქართველოს ტერიტორიაზე ნაპოვნი უძველესი საგნები: თიხის ქვევრები, ოქროს, ვერცხლისა და ბრინჯაოს ფიალები და სხვა ნივთები.",ამას,ამან,ეს,-138.63979835548696,138.63979835548696,-139.26216756336765,139.26216756336765,-150.1691920031973,150.1691920031973
28,wiki_automotive_00339,20,"მილისი — მანქანების, მექანიზმების, ხელსაწყოების ან ცილინდრული ან კონუსური ფორმის (ღერძული სიმეტრიით) საგნის დეტალი, [MASK] გააჩნია ღერძული ხვრელი.",რომელსაც,რომელმაც,რომელმაც,-214.88127875741532,214.88127875741532,-222.64533142621434,222.64533142621434,-222.64533142621434,222.64533142621434
29,wiki_automotive_00343,27,"რელატივისტური მექანიკა — თეორიული ფიზიკის ნაწილი, რომელიც განიხილავს სხეულთა (ნაწილაკთა) მოძრაობის კლასიკურ კანონებს სინათლის სიჩქარის მახლობელი სიჩქარით მოძრაობისას, რელატივისტური მექანიკა ემყარება ფარდობითობის [MASK].",თეორიას,თეორიამ,თეორია,-217.11912324023928,217.11912324023928,-228.30912324662253,228.30912324662253,-229.75832564460532,229.75832564460532
30,wiki_automotive_00360,6,ზეგამტარობა და ზედენადობა მაკროსკოპულ კვანტურ [MASK] წარმოადგენენ.,ეფექტებს,ეფექტებმა,ეფექტები,-102.68067679601504,102.68067679601504,-115.9338542480945,115.9338542480945,-117.78536371472617,117.78536371472617
31,wiki_banking_00411,7,საქართველოს ეროვნული ბანკი წარმოადგენს საქართველოს ცენტრალურ [MASK] და მისი სტატუსი განსაზღვრულია ქვეყნის კონსტიტუციით.,ბანკს,ბანკმა,ბანკი,-70.19961417615426,70.19961417615426,-82.69768578499706,82.69768578499706,-89.70252970804061,89.70252970804061
32,wiki_banking_00413,5,საქართველოს ეროვნული ბანკი მონეტარულ [MASK] ახორციელებს საქართველოს პარლამენტის მიერ განსაზღვრული ფულად-საკრედიტო და სავალუტო პოლიტიკის ძირითადი მიმართულებების შესაბამისად.,პოლიტიკას,პოლიტიკამ,პოლიტიკა,-118.46899636105036,118.46899636105036,-134.240480598246,134.240480598246,-144.28726710203307,144.28726710203307
33,wiki_bioinformatics_00467,23,"ბიომრავალფეროვნების გლობალური საინფორმაციო ფონდი (ინგლ. Global Biodiversity Information Facility; აბრევ. GBIF) — საერთაშორისო ორგანიზაცია და ინტერნეტ-საიტი, რომელიც აგროვებს [MASK] მსოფლიოს ბიომრავალფეროვნებაზე.",ინფორმაციას,ინფორმაციამ,ინფორმაცია,-151.10257300935916,151.10257300935916,-155.93218062185122,155.93218062185122,-164.99149272562866,164.99149272562866
34,wiki_biotechnology_00530,17,"ის ხშირად მოიცავს მიკრობების — პაწაწინა, ერთუჯრედიანი არსებების, მაგალითად, ბაქტერიებისა და საფუვრის - [MASK].",გამოყენებას,გამოყენებამ,გამოყენება,-159.08423068193417,159.08423068193417,-165.90436850233175,165.90436850233175,-171.5198672400218,171.5198672400218
35,wiki_cellular_00578,4,"ძირითადი პროცესი, [MASK] ცხოველთა ემბრიონული განვითარება მოიცავს არის: ემბრიონული ინდუქცია, მორფოგენეზი, უჯრედების დიფერენცირება, ზრდა და დროის ზოგადი კონტროლი, ევოლუციური განვითარების ბიოლოგის კვლევის პერიოდში.",რომელსაც,რომელმაც,რომელიც,-261.9574452824172,261.9574452824172,-264.1723158766858,264.1723158766858,-279.66917601374354,279.66917601374354
36,wiki_computer_00673,8,"პროგრამას აქვს გაშვებადი სახე, ანუ პროცესორი [MASK] იყენებს პირდაპირ, რათა შეასრულოს ინსტრუქციები.",მას,მან,იგი,-125.63704004645196,125.63704004645196,-132.47095104534068,132.47095104534068,-142.63213980213305,142.63213980213305
37,wiki_computer_00684,1,[MASK] ქმნის პროგრამისტი პროგრამირების ენის დახმარებით.,პროგრამას,პროგრამამ,პროგრამა,-63.500163158736115,63.500163158736115,-69.5324364968772,69.5324364968772,-76.69491081624945,76.69491081624945
38,wiki_cultural_00795,11,"ხელოვნებათმცოდნეობა — ფართო მნიშვნელობით საზოგადოებრივ მეცნიერებათა კომპლექსი, რომელიც შეისწავლის [MASK] – საზოგადოების მხატვრულ კულტურას მთლიანობაში და ხელოვნების ცალკეულ დარგებს.",ხელოვნებას,ხელოვნებამ,ხელოვნება,-169.61598597058781,169.61598597058781,-173.09592067013983,173.09592067013983,-180.10966347723652,180.10966347723652
39,GLC_00124,2,მასწავლებელი [MASK] ასწორებს დადგენილი პასუხების მიხედვით და წერს ქულებს.,ნაშრომებს,ნაშრომებმა,ნაშრომები,-112.612619833814,112.612619833814,-116.90236562116736,116.90236562116736,-126.3512224338348,126.3512224338348
40,GLC_00137,2,"ყოველივე [MASK] მოსდევდა კრიტიკა ადამიანის უფლებათა დამცავი წრეებიდან და ბრალდებულთა ადვოკატებისგან როგორც საქართველოში, ისე ქვეყნის ფარგლებს გარეთ.",ამას,ამან,ეს,-171.34667019669868,171.34667019669868,-176.11890050340608,176.11890050340608,-183.57390191336142,183.57390191336142
41,GLC_00143,18,"ხელისუფლების წარმომადგენლები უარყოფდნენ ამ თუ სხვა ბრალდებებს, აღნიშნავდნენ რა, რომ ხშირად საერთაშორისო უფლებადაცვითი ორგანიზაციები გადაუმოწმებელ [MASK] ეყრდნობოდნენ.",ინფორმაციას,ინფორმაციამ,ინფორმაცია,-199.71737049168684,199.71737049168684,-212.3280642420567,212.3280642420567,-216.07592210333522,216.07592210333522
42,wiki_agronomy_00075,7,"აგრონომიული მომსახურება — ღონისძიებათა სისტემა, [MASK] მიწათმოქმედების კულტურის ასამაღლებლად ატარებენ სამიწათმოქმედო ორგანოები და სოფლის მეურნეობის სპეციალისტები.",რომელსაც,რომელმაც,რომელიც,-156.97587202992244,156.97587202992244,-173.91627741485468,173.91627741485468,-190.52044605671065,190.52044605671065
43,wiki_agronomy_00083,6,"აგრონომია იყენებს ლაბორატორიულ და სავეგეტაციო [MASK], საველე ცდას, აგრეთვე ნიადაგის, მცენარეულობის და ა.შ. საექსპედიციო გამოკვლევების შედეგებს.",მეთოდებს,მეთოდებმა,მეთოდები,-173.29687811821336,173.29687811821336,-185.14014743479203,185.14014743479203,-191.8768914034294,191.8768914034294
44,wiki_archaeology_00140,8,"ნივთიერი ძეგლების მოსაპოვებლად ტარდება არქეოლოგიური გათხრები, [MASK] ჩვეულებრივ წინ უძღვის არქეოლოგიური დაზვერვა.",რომლებსაც,რომლებმაც,რომლებიც,-128.16411351711696,128.16411351711696,-135.98786362433378,135.98786362433378,-142.31921738693714,142.31921738693714
45,wiki_archaeology_00145,23,"თანამედროვე არქეოლოგია არქეოლოგიური ძეგლების გათხრების, ფიქსაციის, რესტავრაცია-კონსერვაციის, კლასიფიკაციის, დათარიღებისა და სხვა დროს წარმატებით იყენებს საბუნებისმეტყველო და ტექნიკურ მეცნიერებათა [MASK].",მეთოდებს,მეთოდებმა,მეთოდები,-171.84288501929854,171.84288501929854,-182.19960879808394,182.19960879808394,-188.41180283128745,188.41180283128745
46,wiki_architecture_00179,6,"უფრო ზუსტად ეს ტერმინი აღწერს [MASK], რომლის მეშვეობით სახელმწიფო მასებზე იდეოლოგიურ ზეგავლენას ახდენდა, იყენებდა რა ამგვარ კონსტრუქციებს სახელმწიფოს ძლიერების გამოხატვის საშუალებად.",არქიტექტურას,არქიტექტურამ,არქიტექტურა,-194.00800791685796,194.00800791685796,-200.1044823332716,200.1044823332716,-205.4507568933828,205.4507568933828
47,wiki_astronomy_00233,10,ციური სხეულების ფიზიკური აგებულების შესახებ თანამედროვე მეცნიერება შედარებით ნაკლებ [MASK] ფლობს და შესაბამისად ჩამოთვლილ სიაში მეორე ამოცანაზე პასუხის გაცემა შედარებით პრობლემატური და ალბათური ხასიათისაა.,ინფორმაციას,ინფორმაციამ,ინფორმაცია,-233.50892139290326,233.50892139290326,-240.13898648004178,240.13898648004178,-253.92908602913937,253.92908602913937
48,wiki_astrophysics_00254,8,"ასტროფიზიკა — მეცნიერება, რომელიც იყენებს ფიზიკის [MASK] და პრინციპებს ასტრონომიული ობიექტებისა და ფენომენების შესწავლის მიზნით.",მეთოდებს,მეთოდებმა,მეთოდები,-97.52832133813268,97.52832133813268,-104.52035854922038,104.52035854922038,-112.888432164259,112.888432164259
49,wiki_astrophysics_00270,4,"ზოგი ზოგადად აღიარებულ [MASK] შეისწავლის; თეორიული ასტროფიზიკა, ესენია: დიდი აფეთქება, კოსმოსური ინფლექცია, შავი მატერია, შავი ენერგია და ფიზიკის ფუნდამენტური თეორიები.",თეორიას,თეორიამ,თეორია,-233.24621014437062,233.24621014437062,-240.18658619264914,240.18658619264914,-250.0050025941951,250.0050025941951
